wins,losses,ties
137.0,77.0,6.0
124.0,93.0,3.0
121.0,92.0,7.0
120.0,92.0,8.0
115.0,103.0,2.0
113.0,101.0,6.0
112.0,104.0,4.0
109.0,107.0,4.0
95.0,116.0,9.0
89.0,130.0,1.0
88.0,128.0,4.0
69.0,149.0,2.0
