wins,losses,ties
16.0,5.0,1.0
15.0,4.0,3.0
14.0,7.0,1.0
13.0,9.0,0.0
12.0,8.0,2.0
12.0,8.0,2.0
8.0,14.0,0.0
8.0,12.0,2.0
8.0,12.0,2.0
8.0,13.0,1.0
7.0,15.0,0.0
4.0,18.0,0.0
