FG%,FT%,3PTM,PTS,REB,AST,ST,BLK,TO,FGM,FGA,FTM,FTA,manager,teamName,matchupNumber,totalWins,totalLosses,totalTies
0.4471830985915493,0.7956204379562044,67.0,684.0,218.0,125.0,33.0,18.0,77.0,254.0,568.0,109.0,137.0,Fabio,Its a Cole World ,0,3.0,8.0,0.0
0.47619047619047616,0.7592592592592593,49.0,491.0,165.0,118.0,25.0,11.0,69.0,180.0,378.0,82.0,108.0,Bryan,Anthony Probable Davis,0,0.0,11.0,0.0
0.4229452054794521,0.7719298245614035,75.0,701.0,226.0,137.0,46.0,19.0,91.0,247.0,584.0,132.0,171.0,Alan,China Klay,1,5.0,6.0,0.0
0.48092868988391374,0.8590909090909091,69.0,838.0,230.0,160.0,55.0,16.0,99.0,290.0,603.0,189.0,220.0,David,Dumpling Diddlers,1,8.0,3.0,0.0
0.46511627906976744,0.8083333333333333,71.0,608.0,222.0,133.0,38.0,37.0,65.0,220.0,473.0,97.0,120.0,Jack,Sengoon Squad,2,5.0,6.0,0.0
0.48990825688073397,0.7784431137724551,80.0,744.0,261.0,134.0,33.0,31.0,65.0,267.0,545.0,130.0,167.0,michaellee0407,Fun guy the pog guy ,2,9.0,2.0,0.0
0.48643410852713176,0.7705882352941177,97.0,730.0,234.0,138.0,32.0,23.0,78.0,251.0,516.0,131.0,170.0,Kayla,NotThanos,3,7.0,4.0,0.0
0.4768976897689769,0.7901234567901234,75.0,781.0,268.0,175.0,46.0,31.0,101.0,289.0,606.0,128.0,162.0,Kai,Bryguy23,3,9.0,2.0,0.0
0.48973143759873616,0.7074235807860262,87.0,869.0,296.0,193.0,40.0,23.0,111.0,310.0,633.0,162.0,229.0,Gary,Kuzma Nutz,4,11.0,0.0,0.0
0.47648902821316613,0.8111111111111111,43.0,420.0,167.0,68.0,20.0,18.0,46.0,152.0,319.0,73.0,90.0,Chi Yen,Sit down Yisheng,4,1.0,10.0,0.0
0.5252525252525253,0.7912087912087912,41.0,425.0,239.0,111.0,31.0,33.0,59.0,156.0,297.0,72.0,91.0,Eli,MarketOverHuerted ,5,5.0,6.0,0.0
0.46208530805687204,0.822429906542056,68.0,546.0,180.0,152.0,19.0,13.0,76.0,195.0,422.0,88.0,107.0,Yi Sheng,Tari Eason,5,3.0,8.0,0.0
