FG%,FT%,3PTM,PTS,REB,AST,ST,BLK,TO,FGM,FGA,FTM,FTA,manager,teamName,matchupNumber,totalWins,totalLosses,totalTies
0.4773662551440329,0.8738738738738738,54.0,615.0,184.0,133.0,37.0,29.0,79.0,232.0,486.0,97.0,111.0,Fabio,Bring Me A Shot ,0,5.0,6.0,0.0
0.4673684210526316,0.7017543859649122,59.0,583.0,254.0,134.0,31.0,34.0,77.0,222.0,475.0,80.0,114.0,michaellee0407,My ball is injured ,0,4.0,6.0,1.0
0.5145228215767634,0.744,58.0,647.0,247.0,179.0,46.0,28.0,71.0,248.0,482.0,93.0,125.0,Bryan,Franz Solo ,1,9.0,2.0,0.0
0.49014084507042255,0.7906976744186046,45.0,461.0,201.0,139.0,40.0,32.0,66.0,174.0,355.0,68.0,86.0,Eli,MarketOverHuerted ,1,6.0,5.0,0.0
0.4202020202020202,0.7912087912087912,81.0,569.0,181.0,94.0,28.0,10.0,66.0,208.0,495.0,72.0,91.0,Alan,China Klay,2,1.0,10.0,0.0
0.4602510460251046,0.8103448275862069,70.0,604.0,216.0,179.0,36.0,16.0,92.0,220.0,478.0,94.0,116.0,Yi Sheng,PokusEASON,2,6.0,5.0,0.0
0.46993318485523383,0.803030303030303,53.0,581.0,242.0,152.0,63.0,35.0,71.0,211.0,449.0,106.0,132.0,Jack,Tatum Tots,3,9.0,2.0,0.0
0.5089514066496164,0.8725490196078431,58.0,545.0,133.0,81.0,34.0,17.0,58.0,199.0,391.0,89.0,102.0,Chi Yen,Sit down Yisheng,3,3.0,8.0,0.0
0.46551724137931033,0.7548387096774194,62.0,665.0,251.0,131.0,35.0,34.0,95.0,243.0,522.0,117.0,155.0,Kayla,NotThanos,4,4.0,6.0,1.0
0.4838709677419355,0.8812785388127854,71.0,894.0,227.0,201.0,38.0,30.0,95.0,315.0,651.0,193.0,219.0,David,Dumpling Diddlers,4,11.0,0.0,0.0
0.4933078393881453,0.7659574468085106,69.0,693.0,291.0,132.0,38.0,24.0,89.0,258.0,523.0,108.0,141.0,Gary,Kuzma Nutz,5,7.0,4.0,0.0
0.4694835680751174,0.776595744680851,56.0,529.0,235.0,129.0,25.0,20.0,102.0,200.0,426.0,73.0,94.0,Kai,Mo Murrays Mo Problems,5,0.0,11.0,0.0
