FG%,FT%,3PTM,PTS,REB,AST,ST,BLK,TO,FGM,FGA,FTM,FTA,manager,teamName,matchupNumber,totalWins,totalLosses,totalTies
0.4798464491362764,0.7945205479452054,71.0,687.0,235.0,143.0,43.0,26.0,64.0,250.0,521.0,116.0,146.0,Fabio,Bring Me A Shot ,0,10.0,0.0,1.0
0.4718875502008032,0.8205128205128205,61.0,627.0,198.0,135.0,38.0,27.0,74.0,235.0,498.0,96.0,117.0,Yi Sheng,Davids Fantastic Team,0,7.0,4.0,0.0
0.45698924731182794,0.75,50.0,477.0,215.0,108.0,28.0,30.0,66.0,170.0,372.0,87.0,116.0,Kayla,NotThanos,1,1.0,10.0,0.0
0.4564393939393939,0.8253012048192772,72.0,691.0,235.0,190.0,32.0,21.0,75.0,241.0,528.0,137.0,166.0,Chi Yen,Sit down Yisheng,1,7.0,3.0,1.0
0.47983014861995754,0.7777777777777778,72.0,650.0,212.0,150.0,27.0,39.0,66.0,226.0,471.0,126.0,162.0,Bryan,Balonso Ball,2,8.0,3.0,0.0
0.46120689655172414,0.7962962962962963,61.0,618.0,255.0,127.0,36.0,27.0,68.0,214.0,464.0,129.0,162.0,Alan,China Klay,2,7.0,4.0,0.0
0.45901639344262296,0.7674418604651163,76.0,623.0,162.0,168.0,34.0,12.0,91.0,224.0,488.0,99.0,129.0,David,Yi Shengs Infirmary,3,1.0,10.0,0.0
0.4492753623188406,0.8160919540229885,78.0,521.0,189.0,116.0,21.0,17.0,62.0,186.0,414.0,71.0,87.0,Kai,The Baptist,3,3.0,8.0,0.0
0.41353383458646614,0.7850467289719626,33.0,447.0,191.0,150.0,41.0,15.0,88.0,165.0,399.0,84.0,107.0,Jack,He boomed me,4,1.0,10.0,0.0
0.45787545787545786,0.8283582089552238,79.0,690.0,253.0,124.0,36.0,13.0,77.0,250.0,546.0,111.0,134.0,Gary,TO God,4,6.0,5.0,0.0
0.46092184368737477,0.8347826086956521,60.0,616.0,227.0,184.0,38.0,20.0,86.0,230.0,499.0,96.0,115.0,michaellee0407,Curry Everyday Part II,5,5.0,6.0,0.0
0.535796766743649,0.693069306930693,54.0,588.0,266.0,139.0,42.0,26.0,58.0,232.0,433.0,70.0,101.0,Eli,Pro-Vax Anti-INJ,5,9.0,2.0,0.0
