FG%,FT%,3PTM,PTS,REB,AST,ST,BLK,TO,FGM,FGA,FTM,FTA,manager,teamName,matchupNumber,totalWins,totalLosses,totalTies
0.43529411764705883,0.8125,56.0,717.0,225.0,189.0,39.0,23.0,82.0,259.0,595.0,143.0,176.0,Fabio,Ice Tre Da Gang ,0,7.0,4.0,0.0
0.4880952380952381,0.8176470588235294,89.0,802.0,248.0,174.0,47.0,23.0,90.0,287.0,588.0,139.0,170.0,Gary,Kuzma Nutz,0,9.0,2.0,0.0
0.49257425742574257,0.8345864661654135,39.0,548.0,276.0,149.0,29.0,36.0,83.0,199.0,404.0,111.0,133.0,Bryan,Trash Bagley ,1,6.0,3.0,2.0
0.4403292181069959,0.6826347305389222,50.0,592.0,219.0,114.0,27.0,20.0,90.0,214.0,486.0,114.0,167.0,Kayla,NotThanos,1,1.0,10.0,0.0
0.476027397260274,0.8273809523809523,71.0,766.0,230.0,138.0,40.0,10.0,92.0,278.0,584.0,139.0,168.0,Alan,China Klay,2,8.0,3.0,0.0
0.44731182795698926,0.75,64.0,567.0,220.0,133.0,36.0,22.0,74.0,208.0,465.0,87.0,116.0,michaellee0407,Hela give me your light ,2,3.0,7.0,1.0
0.46421267893660534,0.7952755905511811,38.0,593.0,271.0,145.0,28.0,31.0,101.0,227.0,489.0,101.0,127.0,Jack,Sengoon Squad,3,4.0,7.0,0.0
0.5325,0.7395833333333334,54.0,551.0,242.0,131.0,35.0,25.0,63.0,213.0,400.0,71.0,96.0,Eli,MarketOverHuerted ,3,4.0,7.0,0.0
0.5244755244755245,0.8615384615384616,48.0,404.0,119.0,56.0,15.0,21.0,33.0,150.0,286.0,56.0,65.0,Chi Yen,Sit down Yisheng,4,0.0,11.0,0.0
0.45662100456621,0.8559322033898306,64.0,565.0,168.0,173.0,34.0,28.0,80.0,200.0,438.0,101.0,118.0,Yi Sheng,PokusEASON,4,6.0,4.0,1.0
0.4747252747252747,0.7419354838709677,79.0,603.0,228.0,149.0,33.0,19.0,69.0,216.0,455.0,92.0,124.0,Kai,Mo Murrays Mo Problems,5,5.0,5.0,1.0
0.4402420574886536,0.8195876288659794,92.0,833.0,235.0,184.0,48.0,36.0,91.0,291.0,661.0,159.0,194.0,David,Dumpling Diddlers,5,10.0,0.0,1.0
