wins,losses,ties
82.0,38.0,1.0
67.0,51.0,3.0
65.0,53.0,3.0
63.0,57.0,1.0
61.0,58.0,2.0
61.0,58.0,2.0
60.0,61.0,0.0
60.0,59.0,2.0
57.0,63.0,1.0
54.0,63.0,4.0
51.0,68.0,2.0
34.0,86.0,1.0
