FG%,FT%,3PTM,PTS,REB,AST,ST,BLK,TO,FGM,FGA,FTM,FTA,manager,teamName,matchupNumber,totalWins,totalLosses,totalTies
0.43702290076335876,0.8309859154929577,51.0,627.0,265.0,146.0,34.0,31.0,66.0,229.0,524.0,118.0,142.0,Fabio,Hoarding Boards ,0,4.0,3.0,0.0
0.48161764705882354,0.7791411042944786,79.0,730.0,245.0,154.0,39.0,25.0,76.0,262.0,544.0,127.0,163.0,Yi Sheng,Yi Shengs Yaks,0,6.0,1.0,0.0
0.4501347708894879,0.8494623655913979,52.0,465.0,128.0,122.0,32.0,25.0,38.0,167.0,371.0,79.0,93.0,Bryan,2018 Toronto Raptors,1,1.0,6.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gary,Playoff Mode Activated,1,0.0,7.0,0.0
0.5031185031185031,0.780952380952381,80.0,646.0,219.0,145.0,34.0,21.0,78.0,242.0,481.0,82.0,105.0,michaellee0407,Hospital Everyday ,2,4.0,3.0,0.0
0.5396419437340153,0.7831325301204819,58.0,545.0,274.0,120.0,51.0,27.0,54.0,211.0,391.0,65.0,83.0,Eli,Pro-Vax Anti-INJ,2,7.0,0.0,0.0
0.45618556701030927,0.7912087912087912,64.0,490.0,174.0,152.0,25.0,14.0,65.0,177.0,388.0,72.0,91.0,Kai,The Baptist,3,3.0,4.0,0.0
0.5038363171355499,0.8461538461538461,55.0,548.0,147.0,148.0,24.0,10.0,65.0,197.0,391.0,99.0,117.0,Chi Yen,Sit down Yisheng,3,3.0,4.0,0.0
