FG%,FT%,3PTM,PTS,REB,AST,ST,BLK,TO,FGM,FGA,FTM,FTA,manager,teamName,teamID,matchupNumber,TOV,FG3M,STL,totalWins,totalLosses,totalTies
0.46335697399527187,0.8067226890756303,62.0,550.0,191.0,108.0,28.0,33.0,39.0,196.0,423.0,96.0,119.0,Fabio,Cool Ballers ,428.l.2784.t.1,0,39.0,62.0,28.0,0.0,11.0,0.0
0.522,0.7938931297709924,68.0,694.0,261.0,131.0,38.0,42.0,69.0,261.0,500.0,104.0,131.0,Eli,The Block Party ,428.l.2784.t.6,0,69.0,68.0,38.0,10.0,0.0,1.0
0.48314606741573035,0.7763975155279503,59.0,700.0,209.0,223.0,45.0,19.0,64.0,258.0,534.0,125.0,161.0,Bryan,Balonso Ball,428.l.2784.t.2,1,64.0,59.0,45.0,4.0,7.0,0.0
0.47920433996383366,0.7807017543859649,87.0,706.0,229.0,168.0,57.0,25.0,71.0,265.0,553.0,89.0,114.0,Alan,Batmo Beal,428.l.2784.t.4,1,71.0,87.0,57.0,6.0,5.0,0.0
0.5009310986964618,0.837037037037037,61.0,712.0,260.0,155.0,43.0,33.0,72.0,269.0,537.0,113.0,135.0,Kai,Bryguy23,428.l.2784.t.3,2,72.0,61.0,43.0,8.0,3.0,0.0
0.46360153256704983,0.8416666666666667,68.0,653.0,207.0,125.0,30.0,16.0,85.0,242.0,522.0,101.0,120.0,michaellee0407,Out Out Chu Chu Train ,428.l.2784.t.8,2,85.0,68.0,30.0,1.0,10.0,0.0
0.5398009950248757,0.8562091503267973,13.0,578.0,249.0,132.0,38.0,21.0,56.0,217.0,402.0,131.0,153.0,David,Dumpling Diddlers,428.l.2784.t.5,3,56.0,13.0,38.0,8.0,2.0,1.0
0.49191685912240185,0.8306451612903226,62.0,591.0,221.0,177.0,23.0,37.0,63.0,213.0,433.0,103.0,124.0,Jack,Sengoon Squad,428.l.2784.t.10,3,63.0,62.0,23.0,6.0,5.0,0.0
0.45787545787545786,0.8148148148148148,79.0,711.0,186.0,165.0,34.0,19.0,73.0,250.0,546.0,132.0,162.0,Gary,Nazel Tov,428.l.2784.t.7,4,73.0,79.0,34.0,3.0,8.0,0.0
0.45652173913043476,0.8348623853211009,75.0,628.0,219.0,131.0,30.0,27.0,68.0,231.0,506.0,91.0,109.0,Kayla,NotThanos,428.l.2784.t.9,4,68.0,75.0,30.0,2.0,9.0,0.0
0.5167224080267558,0.8301886792452831,95.0,845.0,223.0,188.0,27.0,39.0,85.0,309.0,598.0,132.0,159.0,Chi Yen,Daryl Morey is a liar ,428.l.2784.t.11,5,85.0,95.0,27.0,8.0,3.0,0.0
0.499194847020934,0.848,103.0,829.0,237.0,210.0,29.0,36.0,101.0,310.0,621.0,106.0,125.0,Yi Sheng,Stephen hawkings,428.l.2784.t.12,5,101.0,103.0,29.0,9.0,2.0,0.0
