FG%,FT%,3PTM,PTS,REB,AST,ST,BLK,TO,FGM,FGA,FTM,FTA,manager,teamName,matchupNumber,totalWins,totalLosses,totalTies
0.4697986577181208,0.7819548872180451,63.0,587.0,182.0,116.0,29.0,20.0,70.0,210.0,447.0,104.0,133.0,Fabio,J Will Made It,0,3.0,8.0,0.0
0.5061124694376528,0.8035714285714286,60.0,564.0,176.0,132.0,35.0,19.0,50.0,207.0,409.0,90.0,112.0,Jack,Sengoon Squad,0,7.0,4.0,0.0
0.4750733137829912,0.7909090909090909,46.0,457.0,161.0,160.0,30.0,17.0,50.0,162.0,341.0,87.0,110.0,Bryan,Anthony Not Probable Davis,1,5.0,6.0,0.0
0.4892086330935252,0.7916666666666666,99.0,776.0,277.0,197.0,42.0,16.0,87.0,272.0,556.0,133.0,168.0,Gary,Kuzma Nutz,1,11.0,0.0,0.0
0.4607438016528926,0.788235294117647,42.0,622.0,209.0,76.0,24.0,14.0,63.0,223.0,484.0,134.0,170.0,Alan,China Klay,2,1.0,10.0,0.0
0.5070422535211268,0.8225806451612904,50.0,389.0,133.0,61.0,27.0,10.0,35.0,144.0,284.0,51.0,62.0,Chi Yen,Sit down Yisheng,2,2.0,9.0,0.0
0.4735772357723577,0.7226890756302521,64.0,616.0,209.0,134.0,30.0,14.0,76.0,233.0,492.0,86.0,119.0,michaellee0407,Fun Melo,3,4.0,7.0,0.0
0.49898580121703856,0.7923497267759563,56.0,693.0,258.0,142.0,33.0,19.0,83.0,246.0,493.0,145.0,183.0,Kayla,NotThanos,3,7.0,4.0,0.0
0.5637254901960784,0.6936936936936937,41.0,578.0,268.0,123.0,50.0,36.0,67.0,230.0,408.0,77.0,111.0,Eli,Dontes Inferno ,4,10.0,1.0,0.0
0.4595959595959596,0.8218390804597702,68.0,757.0,182.0,175.0,46.0,19.0,83.0,273.0,594.0,143.0,174.0,David,Dumpling Diddlers,4,8.0,3.0,0.0
0.47470817120622566,0.8059701492537313,77.0,673.0,220.0,109.0,29.0,22.0,78.0,244.0,514.0,108.0,134.0,Kai,Bryguy23,5,8.0,3.0,0.0
0.45429362880886426,0.891566265060241,49.0,451.0,138.0,123.0,18.0,9.0,63.0,164.0,361.0,74.0,83.0,Yi Sheng,Sochandeeznutz,5,0.0,11.0,0.0
