FG%,FT%,3PTM,PTS,REB,AST,ST,BLK,TO,FGM,FGA,FTM,FTA,manager,teamName,matchupNumber,TOV,FG3M,STL,totalWins,totalLosses,totalTies
0.4863013698630137,0.7861635220125787,70.0,763.0,249.0,166.0,31.0,31.0,85.0,284.0,584.0,125.0,159.0,Fabio,Cant Ball On Sundays ,0,85.0,70.0,31.0,6.0,5.0,0.0
0.48580441640378547,0.8209876543209876,89.0,838.0,267.0,177.0,37.0,24.0,100.0,308.0,634.0,133.0,162.0,Kai,Bryguy23,0,100.0,89.0,37.0,9.0,2.0,0.0
0.46808510638297873,0.8195488721804511,61.0,610.0,227.0,186.0,47.0,14.0,84.0,220.0,470.0,109.0,133.0,Bryan,Anthony Not Probable Davis,1,84.0,61.0,47.0,3.0,7.0,1.0
0.4489795918367347,0.84375,49.0,296.0,97.0,54.0,22.0,15.0,24.0,110.0,245.0,27.0,32.0,Chi Yen,Sit down Yisheng,1,24.0,49.0,22.0,0.0,11.0,0.0
0.522140221402214,0.8,86.0,776.0,211.0,99.0,21.0,17.0,66.0,283.0,542.0,124.0,155.0,Alan,China Klay,2,66.0,86.0,21.0,7.0,3.0,1.0
0.44776119402985076,0.7953216374269005,72.0,748.0,286.0,158.0,37.0,14.0,80.0,270.0,603.0,136.0,171.0,Kayla,NotThanos,2,80.0,72.0,37.0,6.0,3.0,2.0
0.45454545454545453,0.792,59.0,568.0,226.0,155.0,37.0,28.0,72.0,205.0,451.0,99.0,125.0,Jack,Sengoon Squad,3,72.0,59.0,37.0,1.0,10.0,0.0
0.47368421052631576,0.8776595744680851,62.0,713.0,159.0,139.0,21.0,19.0,60.0,243.0,513.0,165.0,188.0,David,Dumpling Diddlers,3,60.0,62.0,21.0,4.0,5.0,2.0
0.4857685009487666,0.7315436241610739,66.0,687.0,250.0,147.0,39.0,35.0,69.0,256.0,527.0,109.0,149.0,michaellee0407,Melo Melo ,4,69.0,66.0,39.0,5.0,6.0,0.0
0.516245487364621,0.6785714285714286,18.0,361.0,272.0,118.0,44.0,47.0,60.0,143.0,277.0,57.0,84.0,Eli,Taking Grant Proposals ,4,60.0,18.0,44.0,7.0,3.0,1.0
0.48073959938366717,0.8062015503875969,74.0,906.0,306.0,203.0,40.0,26.0,109.0,312.0,649.0,208.0,258.0,Gary,Kuzma Nutz,5,109.0,74.0,40.0,11.0,0.0,0.0
0.47216494845360824,0.8292682926829268,72.0,632.0,209.0,154.0,29.0,16.0,63.0,229.0,485.0,102.0,123.0,Yi Sheng,Sochandeeznutz,5,63.0,72.0,29.0,3.0,7.0,1.0
