FG%,FT%,3PTM,PTS,REB,AST,ST,BLK,TO,FGM,FGA,FTM,FTA,manager,teamName,teamID,matchupNumber,TOV,FG3M,STL,totalWins,totalLosses,totalTies
0.4378698224852071,0.8850574712643678,34.0,407.0,152.0,89.0,27.0,16.0,65.0,148.0,338.0,77.0,87.0,Fabio,G-League Ignite,428.l.2784.t.1,0,65.0,34.0,27.0,0.0,11.0,0.0
0.5288135593220339,0.7,23.0,384.0,217.0,104.0,33.0,29.0,56.0,156.0,295.0,49.0,70.0,David,Dumpling Diddlers,428.l.2784.t.5,0,56.0,23.0,33.0,4.0,7.0,0.0
0.4430992736077482,0.7232142857142857,45.0,492.0,160.0,152.0,38.0,9.0,55.0,183.0,413.0,81.0,112.0,Bryan,Anthony Not Probable Davis,428.l.2784.t.2,1,55.0,45.0,38.0,2.0,8.0,1.0
0.41597796143250687,0.8554216867469879,53.0,426.0,226.0,99.0,38.0,19.0,59.0,151.0,363.0,71.0,83.0,Kayla,NotThanos,428.l.2784.t.9,1,59.0,53.0,38.0,5.0,5.0,1.0
0.4770408163265306,0.7350427350427351,34.0,494.0,233.0,115.0,37.0,32.0,74.0,187.0,392.0,86.0,117.0,Kai,Bryguy23,428.l.2784.t.3,2,74.0,34.0,37.0,10.0,1.0,0.0
0.4458874458874459,0.759493670886076,66.0,598.0,190.0,172.0,48.0,22.0,89.0,206.0,462.0,120.0,158.0,Jack,Sengoon Squad,428.l.2784.t.10,2,89.0,66.0,48.0,9.0,2.0,0.0
0.46875,0.7407407407407407,56.0,576.0,185.0,142.0,29.0,18.0,76.0,210.0,448.0,100.0,135.0,Alan,China Klay,428.l.2784.t.4,3,76.0,56.0,29.0,4.0,7.0,0.0
0.47465437788018433,0.7714285714285715,58.0,578.0,200.0,105.0,30.0,26.0,58.0,206.0,434.0,108.0,140.0,Chi Yen,Daryl Morey is a liar ,428.l.2784.t.11,3,58.0,58.0,30.0,8.0,3.0,0.0
0.45625,0.8108108108108109,41.0,393.0,186.0,73.0,26.0,35.0,30.0,146.0,320.0,60.0,74.0,Eli,The Block Party ,428.l.2784.t.6,4,30.0,41.0,26.0,3.0,8.0,0.0
0.45734597156398105,0.7232142857142857,64.0,531.0,194.0,116.0,17.0,12.0,63.0,193.0,422.0,81.0,112.0,Gary,Nazel Tov,428.l.2784.t.7,4,63.0,64.0,17.0,4.0,7.0,0.0
0.44343065693430656,0.8015873015873016,64.0,651.0,210.0,97.0,42.0,30.0,79.0,243.0,548.0,101.0,126.0,michaellee0407,Shooters shoot ,428.l.2784.t.8,5,79.0,64.0,42.0,10.0,1.0,0.0
0.44575471698113206,0.7938144329896907,61.0,516.0,188.0,152.0,36.0,25.0,83.0,189.0,424.0,77.0,97.0,Yi Sheng,Sochandeeznutz,428.l.2784.t.12,5,83.0,61.0,36.0,6.0,5.0,0.0
