FG%,FT%,3PTM,PTS,REB,AST,ST,BLK,TO,FGM,FGA,FTM,FTA,manager,teamName,matchupNumber,totalWins,totalLosses,totalTies
0.47217537942664417,0.803921568627451,81.0,764.0,256.0,164.0,53.0,27.0,99.0,280.0,593.0,123.0,153.0,Fabio,Ice Tre Da Gang ,0,7.0,4.0,0.0
0.49079754601226994,0.8290598290598291,76.0,910.0,238.0,192.0,38.0,28.0,109.0,320.0,652.0,194.0,234.0,David,Dumpling Diddlers,0,7.0,3.0,1.0
0.5458248472505092,0.746031746031746,64.0,694.0,274.0,148.0,38.0,33.0,84.0,268.0,491.0,94.0,126.0,Bryan,Kai Kappuccino ,1,4.0,6.0,1.0
0.5121107266435986,0.7816901408450704,101.0,804.0,263.0,188.0,42.0,27.0,108.0,296.0,578.0,111.0,142.0,Kai,Bryguy23,1,9.0,2.0,0.0
0.48849557522123893,0.8252427184466019,69.0,791.0,230.0,150.0,39.0,22.0,85.0,276.0,565.0,170.0,206.0,Alan,China Klay,2,5.0,6.0,0.0
0.4670846394984326,0.7371428571428571,82.0,807.0,290.0,217.0,50.0,30.0,102.0,298.0,638.0,129.0,175.0,Gary,Kuzma Nutz,2,11.0,0.0,0.0
0.4809322033898305,0.7627118644067796,69.0,613.0,203.0,126.0,45.0,23.0,74.0,227.0,472.0,90.0,118.0,Jack,Sengoon Squad,3,3.0,8.0,0.0
0.48773006134969327,0.7258064516129032,38.0,401.0,139.0,128.0,26.0,13.0,66.0,159.0,326.0,45.0,62.0,Yi Sheng,PokusEASON,3,0.0,11.0,0.0
0.45489443378119004,0.717391304347826,67.0,640.0,207.0,117.0,29.0,21.0,75.0,237.0,521.0,99.0,138.0,michaellee0407,Hela give me your light ,4,2.0,9.0,0.0
0.47289156626506024,0.8604651162790697,55.0,443.0,130.0,72.0,28.0,22.0,43.0,157.0,332.0,74.0,86.0,Chi Yen,Sit down Yisheng,4,1.0,10.0,0.0
0.4930795847750865,0.7638888888888888,77.0,757.0,243.0,156.0,34.0,18.0,82.0,285.0,578.0,110.0,144.0,Kayla,NotThanos,5,6.0,5.0,0.0
0.525233644859813,0.7391304347826086,67.0,748.0,288.0,165.0,44.0,34.0,97.0,281.0,535.0,119.0,161.0,Eli,MarketOverHuerted ,5,10.0,1.0,0.0
