wins,losses,ties
35.0,6.0,3.0
34.0,9.0,1.0
24.0,19.0,1.0
23.0,21.0,0.0
23.0,19.0,2.0
20.0,23.0,1.0
20.0,22.0,2.0
19.0,24.0,1.0
18.0,23.0,3.0
18.0,23.0,3.0
13.0,30.0,1.0
8.0,36.0,0.0
