FG%,FT%,3PTM,PTS,REB,AST,ST,BLK,TO,FGM,FGA,FTM,FTA,manager,teamName,matchupNumber,totalWins,totalLosses,totalTies
0.43286573146292584,0.8585858585858586,73.0,590.0,213.0,148.0,43.0,31.0,70.0,216.0,499.0,85.0,99.0,Fabio,Bring Me A Shot ,0,7.0,3.0,1.0
0.45904761904761904,0.7758620689655172,63.0,680.0,193.0,150.0,29.0,18.0,81.0,241.0,525.0,135.0,174.0,michaellee0407,Curry Everyday ,0,1.0,9.0,1.0
0.47549019607843135,0.7573529411764706,56.0,547.0,226.0,137.0,23.0,22.0,58.0,194.0,408.0,103.0,136.0,Kayla,NotThanos,1,4.0,7.0,0.0
0.46511627906976744,0.7906976744186046,70.0,652.0,207.0,118.0,47.0,20.0,80.0,240.0,516.0,102.0,129.0,Jack,He boomed me,1,2.0,9.0,0.0
0.4852216748768473,0.8584070796460177,43.0,534.0,211.0,132.0,48.0,18.0,83.0,197.0,406.0,97.0,113.0,Yi Sheng,Davids Fantastic Team,2,1.0,9.0,1.0
0.5231388329979879,0.7906976744186046,79.0,667.0,257.0,178.0,45.0,13.0,79.0,260.0,497.0,68.0,86.0,David,Yi Shengs Playoff Hopefuls,2,11.0,0.0,0.0
0.4463157894736842,0.8156028368794326,75.0,614.0,216.0,113.0,33.0,21.0,61.0,212.0,475.0,115.0,141.0,Bryan,Balonso Ball,3,6.0,5.0,0.0
0.5101289134438306,0.7973856209150327,63.0,739.0,201.0,156.0,27.0,34.0,86.0,277.0,543.0,122.0,153.0,Chi Yen,Sit down Yisheng,3,7.0,4.0,0.0
0.5154185022026432,0.7,57.0,609.0,270.0,128.0,50.0,26.0,68.0,234.0,454.0,84.0,120.0,Eli,Pro-Vax Anti-INJ,4,7.0,4.0,0.0
0.4626262626262626,0.7829457364341085,69.0,628.0,292.0,148.0,37.0,21.0,67.0,229.0,495.0,101.0,129.0,Alan,China Klay,4,7.0,3.0,1.0
0.48177496038034867,0.7034883720930233,82.0,811.0,278.0,133.0,33.0,22.0,89.0,304.0,631.0,121.0,172.0,Gary,TO God,5,7.0,4.0,0.0
0.5111111111111111,0.8055555555555556,45.0,517.0,234.0,126.0,29.0,21.0,69.0,207.0,405.0,58.0,72.0,Kai,The Baptist,5,4.0,7.0,0.0
