FG%,FT%,3PTM,PTS,REB,AST,ST,BLK,TO,FGM,FGA,FTM,FTA,manager,teamName,matchupNumber,totalWins,totalLosses,totalTies
0.462,0.765,80.0,681.0,216.0,172.0,54.0,38.0,100.0,255.0,552.0,91.0,119.0,Fabio,Bring Me A Shot ,0,9.0,2.0,0.0
0.466,0.789,93.0,738.0,219.0,140.0,41.0,32.0,88.0,272.0,584.0,101.0,128.0,Gary,TO God,0,8.0,3.0,0.0
0.465,0.699,64.0,601.0,295.0,140.0,33.0,35.0,88.0,214.0,460.0,109.0,156.0,Kayla,NotThanos,1,2.0,9.0,0.0
0.488,0.699,69.0,603.0,302.0,165.0,51.0,39.0,73.0,231.0,473.0,72.0,103.0,Eli,Pro-Vax Anti-INJ,1,10.0,1.0,0.0
0.446,0.835,70.0,666.0,261.0,162.0,40.0,40.0,85.0,250.0,561.0,96.0,115.0,Yi Sheng,Davids Fantastic Team,2,8.0,3.0,0.0
0.419,0.803,81.0,619.0,248.0,158.0,47.0,23.0,92.0,212.0,506.0,114.0,142.0,michaellee0407,2018 Rockets,2,5.0,6.0,0.0
0.464,0.844,70.0,760.0,239.0,176.0,49.0,37.0,93.0,269.0,580.0,152.0,180.0,Bryan,Balonso Ball,3,10.0,1.0,0.0
0.474,0.74,59.0,680.0,193.0,151.0,42.0,20.0,94.0,262.0,553.0,97.0,131.0,Jack,He boomed me,3,4.0,7.0,0.0
0.434,0.772,35.0,346.0,104.0,93.0,16.0,6.0,37.0,125.0,288.0,61.0,79.0,David,Yi Shengs Infirmary,4,0.0,11.0,0.0
0.457,0.812,53.0,558.0,212.0,120.0,30.0,20.0,67.0,205.0,449.0,95.0,117.0,Chi Yen,Sit down Yisheng,4,1.0,10.0,0.0
0.472,0.827,72.0,625.0,225.0,111.0,40.0,27.0,72.0,231.0,489.0,91.0,110.0,Kai,The Baptist,5,6.0,5.0,0.0
0.471,0.794,76.0,638.0,252.0,133.0,37.0,17.0,86.0,225.0,478.0,112.0,141.0,Alan,LeKimchi,5,3.0,8.0,0.0
